University_Name,IA ID,University_Type,IA_City,Former_Name,Name _Change _Date,Address,Establishment,Website_Link,Recognizing_Body,Date_of_Extration,UGC_Source_Link
Indian Institute of Information Technology Ranchi,Not Found,Autonomous Institutes,Ranchi,NA,NA,"Jharkhand IT Building, Near Government Polytechnic, Bariatu Road, Ranchi, Jharkhand - 834009",2016,http://iiitranchi.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Senapati,Not Found,Autonomous Institutes,Senapati,NA,NA,"Mantripukhri, Near TV Tower, Senapati District, Imphal, Manipur - 795002",2015,http://www.iiitmanipur.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Sonepat,Not Found,Autonomous Institutes,Sonepat,NA,NA,"Nirman Sadan, Plot No. 223, Sector 3, Sonepat, Haryana - 131001",2014,http://www.iiitsonepat.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Sri City,Not Found,Autonomous Institutes,Sri City,NA,NA,"630 Gnan Marg, Sri City, Satyavedu Mandal, Chittoor District, Andhra Pradesh - 517646",2013,http://iiits.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Surat,Not Found,Autonomous Institutes,Surat,NA,NA,"SVNIT Campus, Ichchhanath, Surat, Gujarat - 395007",2017,http://www.iiitsurat.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Tiruchirappalli,Not Found,Autonomous Institutes,Tiruchirappalli,NA,NA,"National Institute of Technology, Tiruchirappalli Campus, Tanjore Main Road, National Highway 67, Near BHEL Trichy Township, Tiruchirappalli, Tamil Nadu - 620015",2013,http://www.iiitt.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Una,Not Found,Autonomous Institutes,Una,NA,NA,"Churah Road, Kandaghat, Una, Himachal Pradesh - 174103",2014,http://www.iiitu.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Information Technology Vadodara,Not Found,Autonomous Institutes,Vadodara,NA,NA,"C/o Block No. 9, Government Engineering College, Sector-28, Gandhinagar, Gujarat - 382028",2013,https://iiitvadodara.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Ahmedabad,313956,Autonomous Institutes,Ahmedabad,NA,NA,"Vastrapur, Ahmedabad, Gujarat - 380015",1961,https://www.iima.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Amritsar,Not Found,Autonomous Institutes,Amritsar,NA,NA,"Punjab Institute of Technology Building, Inside Government Polytechnic Campus, Chheharta, G.T. Road, Amritsar, Punjab - 143105",2015,https://iimamritsar.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Bangalore,354082,Autonomous Institutes,Bangalore,NA,NA,"Bannerghatta Road, Bengaluru, Karnataka - 560076",1973,https://www.iimb.ac.in/home,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Bodh Gaya,Not Found,Autonomous Institutes,Bodh Gaya,NA,NA,"Magadh University Campus, Bodh Gaya, Bihar - 824234",2015,https://iimbg.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Calcutta,332912,Autonomous Institutes,Kolkata,NA,NA,"Diamond Harbour Road, Joka, Kolkata, West Bengal - 700104",1961,https://www.iimcal.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Indore,336672,Autonomous Institutes,Indore,NA,NA,"Prabandh Shikhar, Rau-Pithampur Road, Indore, Madhya Pradesh - 453556",1996,https://www.iimidr.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Jammu,Not Found,Autonomous Institutes,Jammu,NA,NA,"Old University Campus, Canal Road, Jammu, Jammu and Kashmir - 180016",2016,https://www.iimj.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Kashipur,Not Found,Autonomous Institutes,Kashipur,NA,NA,"Kundeshwari, Kashipur, Udham Singh Nagar, Uttarakhand - 244713",2011,https://www.iimkashipur.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Kozhikode,327571,Autonomous Institutes,Kozhikode,NA,NA,"IIMK Campus P.O, Kunnamangalam, Kozhikode, Kerala - 673570",1996,https://www.iimk.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Lucknow,320029,Autonomous Institutes,Lucknow,NA,NA,"Prabandh Nagar, IIM Road, Lucknow, Uttar Pradesh - 226013",1984,https://www.iiml.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Nagpur,Not Found,Autonomous Institutes,Nagpur,NA,NA,"VNIT Campus, South Ambazari Road, Nagpur, Maharashtra - 440010",2015,https://www.iimnagpur.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Raipur,Not Found,Autonomous Institutes,Raipur,NA,NA,"GEC Campus, Sejbahar, Raipur, Chhattisgarh - 492015",2010,http://www.iimraipur.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Ranchi,Not Found,Autonomous Institutes,Ranchi,NA,NA,"Prabandhan Nagar, Nayasarai Rd, Ranchi, Jharkhand 834004",2009,https://www.iimranchi.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Rohtak,Not Found,Autonomous Institutes,Rohtak,NA,NA,"MDU Campus, Rohtak - 124001, Haryana, India",2009,https://www.iimrohtak.ac.in/index.php/en/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Sambalpur,Not Found,Autonomous Institutes,Sambalpur,NA,NA,"Jyoti Vihar, Burla, Sambalpur - 768019, Odisha, India",2015,https://www.iimsambalpur.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Shillong,389419,Autonomous Institutes,Shillong,NA,NA,"Nongthymmai, Shillong - 793014, Meghalaya, India",2007,https://www.iimshillong.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Sirmaur,Not Found,Autonomous Institutes,Paonta Sahib,NA,NA,"Rampur Ghat Road, Paonta Sahib - 173025, Himachal Pradesh, India",2015,https://www.iimsirmaur.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Tiruchirappalli,Not Found,Autonomous Institutes,Tiruchirappalli,NA,NA,"Pudukkottai Main Road, Chinna Sooriyur Village, Tiruchirappalli - 620024, Tamil Nadu, India",2011,https://www.iimtrichy.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Udaipur,Not Found,Autonomous Institutes,Udaipur,NA,NA,"Balicha, Udaipur - 313001, Rajasthan, India",2011,https://www.iimu.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Management Visakhapatnam,Not Found,Autonomous Institutes,Visakhapatnam,NA,NA,"Andhra University Campus, Visakhapatnam - 530003, Andhra Pradesh, India",2015,https://www.iimv.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Petroleum and Energy,Not Found,Autonomous Institutes,Visakhapatnam,NA,NA,"2nd Floor, AU Engg College Main Block, Andhra University, Visakhapatnam - 530003, Andhra Pradesh, India",2016,https://iipe.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Science Education and Research Thiruvananthapuram,Not Found,Autonomous Institutes,Thiruvananthapuram,NA,NA,"CET Campus, Engineering College PO, Thiruvananthapuram - 695016, Kerala, India",2008,https://www.iisertvm.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Science Education and Research Berhampur,Not Found,Autonomous Institutes,Berhampur,NA,NA,"Transit Campus, Industrial Training Institute (ITI) Berhampur, Engineering School Road, Berhampur - 760010, Odisha, India",2016,https://www.iiserbpr.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Science Education and Research Bhopal,Not Found,Autonomous Institutes,Bhopal,NA,NA,"ITI (Gas Rahat) Building, Govindpura, Bhopal - 462023, Madhya Pradesh, India",2008,https://www.iiserb.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Science Education and Research Kolkata,Not Found,Autonomous Institutes,Kolkata,NA,NA,"Mohanpur Campus, Mohanpur - 741246, West Bengal, India",2006,https://www.iiserkol.ac.in/web/en/#gsc.tab=0,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Science Education and Research Mohali,370443,Autonomous Institutes,Mohali,NA,NA,"Knowledge City, Sector 81, SAS Nagar, Manauli PO 140306, Punjab, India",2006,https://www.iisermohali.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Science Education and Research Pune,Not Found,Autonomous Institutes,Pune,NA,NA,"Dr. Homi Bhabha Road, Pashan, Pune - 411008, Maharashtra, India",2006,https://www.iiserpune.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Science Education and Research Tirupati,371154,Autonomous Institutes,Tirupati,NA,NA,"C/o Sree Rama Engineering College (Transit Campus), Rami Reddy Nagar, Karakambadi Road, Mangalam PO, Tirupati - 517507, Andhra Pradesh, India",2015,http://www.iisertirupati.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Varanasi,367698,Autonomous Institutes,Varanasi,NA,NA,"Banaras Hindu University Campus, Varanasi - 221005, Uttar Pradesh, India",1919,https://www.iitbhu.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Dhanbad,355343,Autonomous Institutes,Dhanbad,NA,NA,"Indian Institute of Technology (Indian School of Mines), Dhanbad - 826004, Jharkhand, India",1926,https://www.iitism.ac.in/iitismnew/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Bhilai,Not Found,Autonomous Institutes,Bhilai,NA,NA,"GEC Campus, Sejbahar, Raipur - 492015, Chhattisgarh, India",2016,iitbhilai.ac.in,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Bhubaneswar,Not Found,Autonomous Institutes,Bhubaneswar,NA,NA,"Samantapuri, Bhubaneswar - 751013, Odisha, India",2008,https://www.iitbbs.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Bombay,336230,Autonomous Institutes,Mumbai,NA,NA,"Powai, Mumbai - 400076, Maharashtra, India",1958,https://www.iitb.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Delhi,348686,Autonomous Institutes,New Delhi,NA,NA,"Hauz Khas, New Delhi - 110016, India",1961,https://home.iitd.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Dharwad,Not Found,Autonomous Institutes,Dharwad,NA,NA,"WALMI Campus, Belur Industrial Area, Near High Court, PB Road, Anjaneya Nagar, Dharwad - 580011, Karnataka, India",2016,https://www.iitdh.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Gandhinagar,Not Found,Autonomous Institutes,Gandhinagar,NA,NA,"Palaj, Gandhinagar - 382355, Gujarat, India",2008,https://iitgn.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Goa,Not Found,Autonomous Institutes,Farmagudi,NA,NA,"Goa Engineering College Campus, Farmagudi, Ponda, Goa - 403401",2016,https://iitgoa.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Guwahati,314695,Autonomous Institutes,Guwahati,NA,NA,"Amingaon, North Guwahati, Guwahati - 781039, Assam",1994,https://www.iitg.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Hyderabad,Not Found,Autonomous Institutes,Hyderabad,NA,NA,"Kandi, Sangareddy - 502285, Telangana",2008,https://iith.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Indore,Not Found,Autonomous Institutes,Indore,NA,NA,"Khandwa Road, Simrol, Indore - 453552, Madhya Pradesh",2009,https://www.iiti.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Jammu,Not Found,Autonomous Institutes,Jammu,NA,NA,"Jagti, NH-44, PO Nagrota, Jammu - 181221, Jammu and Kashmir",2016,https://www.iitjammu.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Jodhpur,Not Found,Autonomous Institutes,Jodhpur,NA,NA,"NH 65, Nagaur Road, Karwar, Jodhpur - 342037, Rajasthan",2008,https://www.iitj.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Kanpur,321460,Autonomous Institutes,Kanpur,NA,NA,"Nankari, Kalyanpur, Kanpur - 208016, Uttar Pradesh",1959,https://www.iitk.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Kharagpur,350814,Autonomous Institutes,Kharagpur,NA,NA,"Kharagpur - 721302, West Bengal",1951,http://www.iitkgp.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Madras,336534,Autonomous Institutes,Chennai,NA,NA,"Chennai - 600036, Tamil Nadu",1959,https://www.iitm.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Mandi,Not Found,Autonomous Institutes,Mandi,NA,NA,"Kamand, Mandi - 175075, Himachal Pradesh",2009,https://www.iitmandi.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Palakkad,Not Found,Autonomous Institutes,Palakkad,NA,NA,"Ahalia Integrated Campus, Kozhipara, Palakkad - 678557, Kerala",2015,https://iitpkd.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Patna,Not Found,Autonomous Institutes,Patna,NA,NA,"Bihta, Patna - 801106, Bihar",2008,https://www.iitp.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Roorkee,312329,Autonomous Institutes,Roorkee,NA,NA,"Roorkee - 247667, Uttarakhand",1847,https://www.iitr.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Ropar,Not Found,Autonomous Institutes,Ropar,NA,NA,"Nangal Road, Rupnagar, Punjab - 140001",2008,https://www.iitrpr.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Technology Tirupati,361067,Autonomous Institutes,Tirupati,NA,NA,"Renigunta Road, Settipalli Post, Tirupati - 517506, Andhra Pradesh",2015,https://www.iittp.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Statistical Institute,Not Found,Autonomous Institutes,Kolkata,NA,NA,"203, B.T. Road, Kolkata - 700108, West Bengal",1931,https://www.isical.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Institute of Teaching and Research in Ayurveda,Not Found,Autonomous Institutes,Jamnagar,NA,NA,"Gangtok, Sikkim - 737102",1967,https://itra.ac.in/,University Grants Commission (UGC),24/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
