University_Name,IA ID,University_Type,IA_City,Former_Name,Name _Change _Date,Address,Establishment,Website_Link,Recognizing_Body,Date_of_Extration,UGC_Source_Link
Hindi University,Not Found,(State University),Howrah,NA,NA,Howrah West Bengal,01.01.2021,http://www.hindiuniv.org.in/,University Grants Commission (UGC),17/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Hindustan Institute of Technology and Science (HITS),365755,(Deemed University),Chennai,NA,NA,No. 1 Gandhi Salai (Old Mahabalipuram Road) Padur Kelamballam Chennai 603103 Tamil Nadu.,05.05.2008,https://hindustanuniv.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Homi Bhabha National Institute,305391,(Deemed University),Mumbai,NA,NA,Regd. Office: Knowledge Management Group Bhabha Atomic Research Centre Central Complex Mumbai 400 085.,03.06.2005,http://www.hbni.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Homoeopathy University,Not Found,(Private University),Jaipur,NA,NA,Saipura Sanganer Jaipur – 302 029 Rajasthan.,03.04.2010,https://www.homoeopathyuniversity.org/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Hyderabad (SIND) National Collegiate University,Not Found,(Private University),Mumbai,NA,NA,D.M. Harish Building 47 Dr. R.G. Thadani Marg Worli Mumbai Maharashtra,30.10.2019,https://studentscenter.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
I.E.C. (India Education Centre) University,Not Found,(Private University),Solan,NA,NA,Plot No. 7 & 10 Atal Shiksha Kunj Baddi Dt. Solan Himachal Pradesh.,11.05.2012,https://www.iecuniversity.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
I.E.S University,Not Found,(Private University),Bhopal,NA,NA,IES Campus Ratibad Main Road Bhopal-462044 Madhya Pradesh,14.08.2019,https://www.iesuniversity.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
ICFAI Foundation for Higher Education,336546,(Deemed University),Hyderabad,NA,NA,Dontanapalli Shankarapally Road Hyderabad-501203 Telangana.,16.12.2008,https://www.ifheindia.org/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
ICFAI University,Not Found,(Private University),"Dhamdha, Durg",NA,NA,NH-6 Raipur-Bhilai Road (Km Stone 20) Gram Chorha PO Kumhari District Durg Chhatttisgarh-490032.,24.03.2011,https://www.iuraipur.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
ICFAI University,Not Found,(Private University),Solan,NA,NA,HIMUDA Education Hub Kalujhinda PO Mandhala Via Barotiwala Baddi Solan Distt. Himachal Pradesh – 174 103.,20.10.2011,https://www.iuhimachal.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
ICFAI University,Not Found,(Private University),Chumoukedima,NA,NA,6th Mile Sovima Village Kohima Road Dimapur 797112 Nagaland.,04.11.2009,https://www.iunagaland.edu.in/Icfaiuniversity-Nagaland.html,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
ICFAI University,Not Found,(Private University),Jaipur,NA,NA,Khasra No. 505/1 Village-Jamdoli Agra Road Jaipur – 302 031 Rajasthan.,23.08.2011,https://iujaipur.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
IFTM University,351328,(Private University),Moradabad,NA,NA,Lodhipur Rajput Delhi Road Moradabad – 244 102 Uttar Pradesh.,12.10.2010,https://www.iftmuniversity.ac.in/iftmuniversity/index.php,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
IIHMR University,Not Found,(Private University),Jaipur,NA,NA,1 Prabhu Dayal Marg Near Sanganer Airport Jaipur -302 029 Rajasthan.,26.02.2014,https://iihmr.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
IILM University,Not Found,(Private University),Gurugram,NA,NA,1 Knowledge Centre Golf Course Road Sector-53 Gurugram – 122003 Haryana.,06.04.2018,https://iilm.edu.in/?utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
IILM University,Not Found,(Private University),Greater Noida,NA,NA,Plot No.16-18 Knowledge Park-II Greater Noida - 201308 Uttar Pradesh,03.06.2022,https://iilm.ac.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
IIMT University,Not Found,(Private University),Meerut,NA,NA,O Pocket Ganga Nagar Mawana Road Meerut – 250001 Uttar Pradesh.,16.09.2016,https://iimtu.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
IIS,Not Found,(Deemed University),Jaipur,NA,NA,Gurukul Marg SFS Mansarovar Jaipur-302020 Rajasthan.,02.02.2009,https://www.iisuniv.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
IMS Unison University,Not Found,(Private University),Dehradun,NA,NA,Makkawala Greens Mussoorie Diversion Road Dehradun – 248. (Private 009 Uttarakhand University),15.02.2013,https://www.iuu.ac/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
India International University of Legal Education and Research,Not Found,(Private University),South Goa,NA,NA,Upasnagar Sancoale Airport Road South Goa Goa – 403710,15.09.2022,https://www.iiuler.com/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Agricultural Research Institute,Not Found,(Deemed University),New Delhi,NA,NA,Pusa New Delhi-110 012.,22.08.1958,https://www.iari.res.in/index.php/en/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Association for the Cultivation of Science (IACS),Not Found,(Deemed University),Kolkata,NA,NA,2A & 2B Raja S.C. Mullick Road Jadavpur Kolkata West Bengal – 700032.,08.05.2018,http://www.iacs.res.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Foreign Trade,314197,(Deemed University),New Delhi,NA,NA,IIFT Bhawan Qutab Industrial Area New Delhi-110 016.,20.05.2002,https://www.iift.ac.in/iift/index.php,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Public Health,367000,(Private University),Gandhinagar,NA,NA,Gandhinagar Opposite Air Force Headquarters Near Lekawada Bus Stop Gandhinagar-Chiloda Road CRPF. P.O- Lekawada Gandhinagar- 382042 Gujarat.,02.05.2015,https://iiphg.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Science,355348,(Deemed University),Bangalore,NA,NA,Sir C.V. Raman Avenue Bangalore-560 012 Karnataka.,12.05.1958,https://iisc.ac.in/about/general-information/how-to-reach-iisc/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Space Science and Technology,341834,(Deemed University),Thiruvananthapuram,NA,NA,Valiamala PO Thiruvananthapuram – 695547 Kerala. .,03.07.2008,https://www.iist.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Institute of Teacher Education,Not Found,(State University),Gandhinagar,NA,NA,Government College Campus Near Mahatma Mandir G-4 Sector-15 Gandhinagar – 382 016 Gujarat.,2010,https://www.iite.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Law Institute,Not Found,(Deemed University),New Delhi,NA,NA,Bhagwandas Road New Delhi-110 001 .,29.10.2004,https://ili.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Maritime University,Not Found,(Central University),Chennai,NA,NA,East Coast Road Uthandi Chennai – 600 119 Tamil Nadu.,2008,http://imu.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indian Veterinary Research Institute,Not Found,(Deemed University),Bareilly,NA,NA,Izatnagar-243 122 Uttar Pradesh.,16.11.1983,http://www.ivri.nic.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indira Gandhi Delhi Technical University for Women,Not Found,(State University),New Delhi,NA,NA,Kashmere Gate Delhi – 110 006. .,2013,https://www.igdtuw.ac.in/,University Grants Commission (UGC),17/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indira Gandhi Institute of Development Research,Not Found,(Deemed University),Mumbai,NA,NA,Gen. A.K Vaidya Marg Santosh Nagar Goregaon (E) Mumbai-400065.,05.12.1995,http://www.igidr.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indira Gandhi Krishi Vishwavidyalaya,Not Found,(State University),Raipur,NA,NA,Krishak Nagar Raipur- 492 012 Chhattisgarh.,1987,https://igkv.ac.in/web/igkv.aspx,University Grants Commission (UGC),17/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indira Gandhi National Open University,304998,(Central University),New Delhi,NA,NA,Maidan Garhi New Delhi-110 068. .,1985,http://www.ignou.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indira Gandhi University,Not Found,(State University),Rewari,NA,NA,Meerpur Rewari – 122502 Haryana.,2013,https://igu.ac.in/2021/,University Grants Commission (UGC),17/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indira Kala Sangeet Vishwavidyalaya,368813,(State University),Khairagarh,NA,NA,Khairagarh Dt. Rajnandgaon 491 881 Chhattisgarh.,1956,https://www.iksv.ac.in/,University Grants Commission (UGC),17/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indraprastha Institute of Information Technology,340979,(State University),New Delhi,NA,NA,Near Govindpuri Metro Station Okhla Industrial Estate Phase –III New Delhi-110020.,2008,https://www.iiitd.ac.in/contact,University Grants Commission (UGC),17/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indrashil University,Not Found,(Private University),Rajpur,NA,NA,On Ahmedabad-Mehsana Highway Take Left from Kalapi Hotel Near Chhataral GIDC Rajpur Taluka - Kadi District – Mehsana – 382715 Gujarat.,31.03.2017,https://indrashiluniversity.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indus International University,Not Found,(Private University),VPO Bathu,NA,NA,V.P.O. Bathu Tehsil Haroli Distt. – Una Himachal Pradesh – 174 301.,01.02.2010,https://iiuedu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Indus University,Not Found,(Private University),Ahmedabad,NA,NA,Indus Campus Rancharda Via-Thaltej Ahmedabad – 382115 Gujarat.,02.05.2012,https://indusuni.ac.in/home.php,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Institute of Advanced Research,Not Found,(Private University),Gandhinagar,NA,NA,Institutional Area Koba Gandhinagar – 382007 Gujarat.,12.10.2011,https://iar.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Institute of Advanced Studies in Education,335986,(Deemed University),Sardarshahar,NA,NA,Gandhi Vidya Mandir Sardarshahr-331 403 Dt. Churu Rajasthan.,25.06.2002,http://www.iaseuniversity.org.in/,University Grants Commission (UGC),20/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Institute of Chartered Financial Analysts of India (ICFAI),332455,(Private University),Selaqui,NA,NA,Rajawala Road Central Hope Town Selaqui Dehradun-248197 Uttarakhand.,10.07.2003,https://www.iudehradun.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Institute of Chemical Technology,Not Found,(Deemed University),Mumbai,NA,NA,Matunga Mumbai Maharashtra.,12.09.2008,https://www.ictmumbai.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Institute of Infrastructure Technology Research and Management,Not Found,(State University),Ahmedabad,NA,NA,Near Khokhra Circle Maninagar (East) Ahmedabad-380026 Gujarat.,2013,https://iitram.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Institute of Liver and Biliary Sciences (ILBS),305000,(Deemed University),New Delhi,NA,NA,D-1 Vasant Kunj New Delhi-110 070.,10.07.2009,https://www.ilbs.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Integral University,305626,(Private University),Lucknow,NA,NA,Dasauli PO Bas-ha Kursi Road Lucknow-226 026 Uttar Pradesh. .,26.02.2004,https://www.iul.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
International Institute for Population Sciences,339052,(Deemed University),Mumbai,NA,NA,Govandi Station Road Deonar Mumbai-400088.,31.07.1985,http://iipsindia.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
International Institute of Information Technology,Not Found,(State University),Raipur,NA,NA,Plot No. 7 Sector 24 Near Purkhoti Muktangan Naya Raipur-493661 Chhattisgarh.,28.01.2014,https://www.iiitnr.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
International Institute of Information Technology,389566,(Deemed University),Bengaluru,NA,NA,26/C Opp. Infosys (Gate - 1) Electronic City Hosur Road Bangalore – 560 100 Karnataka,28.02.2005,https://www.iiitb.ac.in/verification-process,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
International Institute of Information Technology,Not Found,(State University),Bhubaneswar,NA,NA,Gothaparna PO – Malipada Bhubaneswar – 751003 Odisha.,20.01.2014,https://www.iiit-bh.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
International Institute of Information Technology,329061,(Deemed University),Hyderabad,NA,NA,Prof. C.R. Road Gachibowli Hyderabad-500032 Telangana.,21.08.2001,https://www.iiit.ac.in/contact/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
International Sports Univeristy,Not Found,(State University),Pune,NA,NA,Maharasthra Sports & Youth Services Shivchhatrapati Sports Complex Mahalunge-Balewadi Pune – 411045 Maharashtra.,21.01.2021,https://sports.maharashtra.gov.in/sports_web/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Invertis University,372975,(Private University),Bareilly,NA,NA,Invertis Village Bareilly-Lucknow National Highway 24 Bareilly-243123 Uttar Pradesh.,01.09.2010,https://www.invertisuniversity.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
ISBM University,Not Found,(Private University),Gariaband,NA,NA,Village – Nawapara (Kosmi) Block tehsil – Chhura Dist – Gariyaband – 493996 Chhattisgarh.,09.09.2016,https://www.isbmuniversity.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Islamic University of Science & Technology University,384866,(State University),Awantipora,NA,NA,1 University Avenue Awantipora Pulwama – 192 122 Jammu & Kashmir.,2005,https://iust.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
ITM (SLS) Baroda University,Not Found,(Private University),Vadodra,NA,NA,Paldi Near Jarod Vadodara-Halol Highway Vadodara- 391510 Gujarat,25.09.2019,https://www.itmbu.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
ITM University,324444,(Private University),Naya Raipur,NA,NA,PH No. 137 Uparwara Naya Raipur Dt. Raipur – 493661 Chhattisgarh.,03.02.2012,https://www.itmuniversity.org/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
ITM University,307372,(Private University),Gwalior,NA,NA,ITM Campus Opp. Sithouli Rly. Station NH – 75 Jhansi Road Gwalior-475 001 Madhya Pradesh.,04.05.2011,http://itmuniversity.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
ITM-Vocational University,325466,(Private University),Vadodra,NA,NA,Plot 6512 Ajwa Nimeta Road Ravaal Taluka Waghodia Vadodara Gujarat.,08.05.2014,https://www.itm.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
J.C Bose University of Science & Technology (Formerly YMCA University of Science & Technology),Not Found,(State University),Faridabad,YMCA University of Science & Technology,NA,Delhi-Mathura Road Sector 6 Faridabad – 121 006 Haryana.,2009,https://jcboseust.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
J.E.C.R.C. University,Not Found,(Private University),Jaipur,NA,NA,Jaipur Rajasthan.,02.05.2012,https://jecrcuniversity.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
J.G. University,Not Found,(Private University),Gandhinagar,NA,NA,Uvarsad Dist- Gandhinagar- 380054 Gujarat,25.09.2019,https://jguni.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
J.K. Lakshmipat University,Not Found,(Private University),Jaipur,NA,NA,Laliya Ka Vas PO Mahapura Ajmer Road Jaipur – 302 026 Rajasthan.,15.09.2011,https://jklu.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
J.S. University,367246,(Private University),Firozabad,NA,NA,Shikohabad Firozabad Uttar Pradesh.,24.06.2015,http://www.jsu.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jadavpur University,336155,(State University),Jadavpur,NA,NA,188 Raja S.C. Mallik Road PO Jadavpur Kolkata-700 032. .,1955,http://www.jaduniv.edu.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jagadguru Ramanandacharya Rajasthan Sanskrit University,Not Found,(State University),Jaipur,NA,NA,Village – Madau Post – Bhankrota Jaipur- 302026 Rajasthan.,1998,http://www.jrrsanskrituniversity.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jagadguru Rambhadracharya Divyang University (Formerly Jagadguru Rambhadracharya Handicapped university),Not Found,(Private University),Chitrakoot,Rambhadracharya Handicapped university,NA,Chitrakoot - 210 204 Uttar Pradesh,06.10.2001,https://jrdu.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jagan Nath University,Not Found,(Private University),Jhajjar,NA,NA,State Highway 22 Bahadurgarh-Jhajjar Road Jhajjar – 124 507 Haryana.,03.05.2013,http://www.jagannathuniversityncr.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jagan Nath University,Not Found,(Private University),Jaipur,NA,NA,NH-12 Chaksu Bypass Tonk Road Jaipur 303901 Rajasthan,16.04.2008,https://www.jagannathuniversity.org/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jagat Guru Nanak Dev Punjab State Open University,Not Found,(State University),Patiala,NA,NA,Patiala Punjab,20.12.2019,https://psou.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jagran Lakecity University,Not Found,(Private University),Bhopal,NA,NA,Gram Panchayat Mugaliya Chhap Tehsil Huzur Bhopal – 462 044 Madhya Pradesh.,24.04.2013,https://jlu.edu.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jai Narain Vyas University,356478,(State University),Jodhpur,NA,NA,Jodhpur-342 011 Rajasthan. (State,1962,https://www.jnvu.co.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jai Prakash Vishwavidyalaya,357936,(State University),Chhapra,NA,NA,Rahul Sankrityan Nagar Chhapra –841 301 Bihar.,1995,https://jpv.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jain University,343321,(Deemed University),Bengaluru,NA,NA,Jain Global Campus 45th Km NH-209 Jakkasandra Post Kanakapura Taluk Ramanagara District-562112 Karnataka.,19.12.2008,https://www.jainuniversity.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jain Vishva Bharati Institute,Not Found,(Deemed University),Ladnun,NA,NA,Tulsi Gram PO Box No. 6 Ladnun-341 306 Nagaur Rajasthan.,20.03.1991,http://jvbi.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jaipur National University,307868,(Private University),Jaipur,NA,NA,Near RTO Office Jagatpura Jaipur-302017 Rajasthan,21.10.2007,http://www.jnujaipur.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jamia Hamdard,305004,(Deemed University),New Delhi,NA,NA,Hamdard Nagar New Delhi-110 062.,10.05.1989,http://jamiahamdard.edu/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jamia Mallia Islamia University,305005,(Central University),New Delhi,NA,NA,Maulana Mohammad Ali Jauhar Marg Jamia Nagar Okhla New Delhi-110 025,1988,https://www.jmi.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Janardan Rai Nagar Rajasthan Vidyapeeth,305270,(Deemed University),Udaipur,NA,NA,Airport Road Pratapnagar Udaipur-313 001 Rajasthan.,12.01.1987,https://www.jrnrvu.edu.in/index.php,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jannayak Chandrashekhar University,Not Found,(State University),Ballia,NA,NA,Ballia Uttar Pradesh.,16.09.2016,https://jncu.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jawaharlal Nehru Architecture and Fine Arts University,Not Found,(State University),Jabalpur,NA,NA,Mahaveer Marg Masab Tank Hyderabad – 500 028 Telangana.,2008,https://www.jnafau.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jawaharlal Nehru Centre for Advanced Scientific Research,Not Found,(Deemed University),Bengaluru,NA,NA,Jakkur Campus Bangalore-560 064.,17.08.2002,https://www.jncasr.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jawaharlal Nehru Krishi Vishwavidyalaya,Not Found,(State University),Jabalpur,NA,NA,Jabalpur-482 004 .,1964,http://www.jnkvv.org/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jawaharlal Nehru Technological University,304952,(State University),Kakinada,NA,NA,Kakinada 533003,2008,https://www.jntuk.edu.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
"Jawaharlal Nehru Technological University,Anantapur",304951,(State University),Anantapur,NA,NA,Anantpur-515 002 Andhra Pradesh,2008,https://www.jntua.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
"Jawaharlal Nehru Technological University,Telangana",305364,(State University),Hyderabad,NA,NA,Kukatpally Hyderabad-500 085 Telangana.,1972,https://jntuh.ac.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jawaharlal Nehru Technological University - Gurajada,Not Found,(State University),Vizianagaram,NA,NA,Vizianagram (JNTU-GV) Vizianagaram – 535 003 Andhra Pradesh,12.01.2022,https://jntugv.edu.in/,University Grants Commission (UGC),18/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
"Jawaharlal Nehru University,Delhi",343339,(Central University),New Delhi,NA,NA,New Mehrauli Road New Delhi-110 067.,1969,http://www.jnu.ac.in/main/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jayoti Vidyapeeth Women’s University,Not Found,(Private University),Jaipur,NA,NA,Vedant Gyan Valley Village Jharna Mahala- Jabner Link Road Jaipur-Ajmer Expressway(NH-8) Jaipur-303007 Rajasthan,21.04.2008,https://www.jvwu.ac.in/index.html,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jaypee Institute of Information Technology,379589,(Deemed University),Noida,NA,NA,A-10 Sector 62 Nodia-201 307 Uttar Pradesh. .,01.11.2004,https://www.jiit.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jaypee University,Not Found,(Private University),Bulandshahar,NA,NA,Aligarh Road Anoopshahar Dist. Bulandshahar – 203 390 Uttar Pradesh.,04.03.2014,https://jaypeeu.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jaypee University of Engineering & Technology,340024,(Private University),Guna,NA,NA,AB Road Raghogarh Distt. Guna – 473 226 Madhya Pradesh,13.08.2010,https://www.juet.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jaypee University of Information Technology,Not Found,(Private University),Waknaghat,NA,NA,PO Waknaghat Tehsil Kandaghat District-Solan-173 234 Himachal Pradesh.,22.05.2002,https://www.juit.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Jeppiaar University,Not Found,(Private University),Chennai,NA,NA,Rajiv Gandhi Salai Chennai – 600119 Tamil Nadu,26.02.2021,https://jeppiaaruniversity.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
